Name,Dominance,THC,CBD,Terpenes,Calm/Energize,Feelings,Helps,Negative,Join_name
Cascadia Kush,THC Dominant,,,,,,,,cascadia kush
Dance World,,,,,0.55,,,,dance world
Chocolate OG,,,,,-0.9042,"['Relaxed 75%', 'Happy 72%', 'Euphoric 68%', 'Sleepy 48%', 'Hungry 44%']","['Depression 41%', 'Stress 34%', 'Pain 31%', 'Anxiety 31%', 'Insomnia 27%']","['Dry mouth 27%', 'Dry eyes 17%', 'Dizzy 6%', 'Headache 3%']",chocolate og
Kushashima,THC Dominant,,,,,,,,kushashima
Martian Mean Green,THC Dominant,,,,0.7074,"['Happy 57%', 'Uplifted 57%', 'Euphoric 55%', 'Relaxed 36%', 'Energetic 34%']","['Stress 53%', 'Anxiety 44%', 'Pain 30%', 'Depression 22%', 'Nausea 17%']","['Dry mouth 33%', 'Dry eyes 15%', 'Dizzy 9%', 'Anxious 6%', 'Paranoid 6%']",martian mean green
White Girl,THC Dominant,,,,,,,,white girl
C4,THC Dominant,18–19% THC,< 1% CBD,,-0.0602,"['Relaxed 75%', 'Uplifted 55%', 'Euphoric 53%', 'Happy 52%', 'Focused 29%']","['Stress 30%', 'Depression 29%', 'Anxiety 29%', 'Pain 24%', 'Headaches 15%']","['Dry mouth 24%', 'Dry eyes 12%', 'Anxious 4%', 'Dizzy 4%', 'Paranoid 4%']",c4
Happy Rancher,,,,,0.4532,,,,happy rancher
Blue Widow,THC Dominant,9–15% THC,< 1% CBD,,-0.0511,"['Happy 56%', 'Relaxed 53%', 'Euphoric 52%', 'Uplifted 44%', 'Sleepy 26%']","['Pain 45%', 'Stress 38%', 'Anxiety 34%', 'Depression 29%', 'Insomnia 23%']","['Dry mouth 31%', 'Dry eyes 17%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']",blue widow
Lemonder,THC Dominant,16–20% THC,< 1% CBD,,0.3164,,,,lemonder
Pineapple Skunk,THC Dominant,17–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.3409,"['Relaxed 61%', 'Euphoric 46%', 'Happy 46%', 'Uplifted 40%', 'Creative 24%']","['Stress 41%', 'Pain 37%', 'Anxiety 29%', 'Depression 22%', 'Lack of appetite 18%']","['Dry mouth 25%', 'Dry eyes 9%', 'Dizzy 8%', 'Anxious 3%', 'Headache 1%']",pineapple skunk
Royal Dwarf,THC Dominant,,,,,,,,royal dwarf
Silver L.A.,THC Dominant,12–18% THC,< 1% CBD,,,,,,silver l.a.
Versace,,,,,0.1583,"['Relaxed 69%', 'Happy 65%', 'Euphoric 52%', 'Focused 52%', 'Uplifted 52%']","['Depression 39%', 'Stress 34%', 'Fatigue 30%', 'Pain 30%', 'Headaches 26%']","['Dry mouth 30%', 'Dry eyes 21%', 'Dizzy 8%', 'Headache 8%', 'Anxious 4%']",versace
North American Sativa,THC Dominant,,,,,,,,north american sativa
Strawberry Cake,THC Dominant,14–18% THC,< 1% CBD,,,,,,strawberry cake
Incredible Bulk,THC Dominant,17–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.9259,"['Relaxed 75%', 'Happy 58%', 'Sleepy 52%', 'Euphoric 43%', 'Hungry 37%']","['Insomnia 32%', 'Stress 30%', 'Anxiety 28%', 'Depression 26%', 'Pain 26%']","['Dry mouth 35%', 'Dry eyes 15%', 'Dizzy 7%', 'Paranoid 5%', 'Anxious 3%']",incredible bulk
South Central LA,THC Dominant,,,,,,,,south central la
GMO Cookies,THC Dominant,17–24% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.6718,"['Relaxed 55%', 'Happy 38%', 'Euphoric 36%', 'Uplifted 28%', 'Sleepy 19%']","['Pain 22%', 'Stress 22%', 'Anxiety 19%', 'Depression 16%', 'Insomnia 14%']","['Dry mouth 12%', 'Dizzy 4%', 'Dry eyes 3%', 'Anxious 2%', 'Paranoid 2%']",gmo cookies
Bubba's Gift,THC Dominant,12–15% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Myrcene']",-0.8952,"['Relaxed 100%', 'Happy 58%', 'Euphoric 55%', 'Sleepy 37%', 'Uplifted 27%']","['Stress 41%', 'Depression 23%', 'Anxiety 23%', 'Insomnia 20%', 'Headaches 16%']","['Dry mouth 23%', 'Dry eyes 13%', 'Dizzy 4%', 'Anxious 2%', 'Paranoid 2%']",bubba's gift
Old Lyme Connecticut OG,THC Dominant,,,,,,,,old lyme connecticut og
Platinum OG,THC Dominant,17–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8640000000000001,"['Relaxed 69%', 'Sleepy 49%', 'Euphoric 48%', 'Happy 44%', 'Hungry 29%']","['Stress 36%', 'Pain 30%', 'Insomnia 29%', 'Anxiety 29%', 'Depression 23%']","['Dry mouth 32%', 'Dry eyes 17%', 'Dizzy 8%', 'Paranoid 4%', 'Anxious 3%']",platinum og
Easy Bud,THC Dominant,,,,,,,,easy bud
Brian Berry Black Currant,THC Dominant,,,,,,,,brian berry black currant
Bango,THC Dominant,,,,,,,,bango
Wreckage,THC Dominant,,,,0.9642,,,,wreckage
Red Haze,,,,,0.9102,"['Energetic 60%', 'Euphoric 54%', 'Happy 54%', 'Uplifted 48%', 'Creative 40%']","['Stress 42%', 'Depression 31%', 'Pain 25%', 'Anxiety 22%', 'Insomnia 11%']","['Dry mouth 34%', 'Dry eyes 20%', 'Dizzy 5%', 'Headache 5%', 'Paranoid 2%']",red haze
Road Dawg,THC Dominant,,,,,,,,road dawg
Wookie,THC Dominant,17–20% THC,< 1% CBD,"['Caryophyllene', 'Myrcene', 'Limonene']",0.2269,"['Relaxed 68%', 'Euphoric 63%', 'Happy 57%', 'Energetic 42%', 'Uplifted 42%']","['Anxiety 47%', 'Migraines 26%', 'PTSD 21%', 'ADD/ADHD 15%', 'Arthritis 10%']","['Dry eyes 26%', 'Dry mouth 26%', 'Headache 5%']",wookie
Deep Sleep,THC Dominant,15–18% THC,< 1% CBD,,-0.9876,"['Relaxed 72%', 'Sleepy 67%', 'Euphoric 50%', 'Happy 42%', 'Hungry 25%']","['Insomnia 57%', 'Pain 55%', 'Stress 35%', 'Depression 30%', 'Muscle spasms 27%']","['Dry mouth 25%', 'Dry eyes 15%', 'Dizzy 5%', 'Anxious 2%', 'Headache 2%']",deep sleep
OCD,THC Dominant,13–24% THC,< 1% CBD,,0.9876,"['Creative 78%', 'Energetic 71%', 'Aroused 42%', 'Euphoric 42%', 'Uplifted 42%']","['Nausea 64%', 'Pain 42%', 'Anxiety 42%', 'Fatigue 28%', 'Depression 14%']","['Dry mouth 35%', 'Paranoid 28%', 'Dizzy 14%', 'Dry eyes 14%']",ocd
Fire OG,THC Dominant,16–21% THC,< 1% CBD,"['Myrcene', 'Limonene', 'Caryophyllene']",-0.1794,"['Relaxed 54%', 'Happy 53%', 'Euphoric 49%', 'Uplifted 38%', 'Hungry 28%']","['Stress 35%', 'Anxiety 26%', 'Depression 25%', 'Pain 25%', 'Insomnia 22%']","['Dry mouth 32%', 'Dry eyes 20%', 'Dizzy 8%', 'Paranoid 6%', 'Anxious 4%']",fire og
Biker Le’Blanc,THC Dominant,,,,,,,,biker le’blanc
Animal Gas,THC Dominant,19–22% THC,< 1% CBD,,,,,,animal gas
Purple Bud,THC Dominant,,,,-0.8898,,,,purple bud
Orange Dream,THC Dominant,13–16% THC,< 1% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",0.5753,"['Happy 63%', 'Uplifted 56%', 'Relaxed 50%', 'Euphoric 46%', 'Energetic 44%']","['Stress 49%', 'Depression 34%', 'Anxiety 23%', 'Pain 21%', 'Fatigue 13%']","['Dry mouth 34%', 'Dry eyes 26%', 'Paranoid 15%', 'Dizzy 14%', 'Headache 5%']",orange dream
Ancient Kush,THC Dominant,,,,,,,,ancient kush
Sour Ape,THC Dominant,18–23% THC,< 1% CBD,,,,,,sour ape
Jack’s Girl,THC Dominant,,,,,,,,jack’s girl
Twista,THC Dominant,,,,,,,,twista
Purple Raine,THC Dominant,15–19% THC,< 1% CBD,,0.033,,,,purple raine
Berry White,THC Dominant,14–18% THC,< 1% CBD,"['Limonene', 'Pinene', 'Caryophyllene']",-0.2244,"['Relaxed 62%', 'Happy 57%', 'Euphoric 51%', 'Uplifted 44%', 'Creative 32%']","['Stress 34%', 'Anxiety 29%', 'Pain 26%', 'Depression 25%', 'Insomnia 17%']","['Dry mouth 28%', 'Dry eyes 16%', 'Paranoid 4%', 'Dizzy 3%', 'Anxious 3%']",berry white
Hammerhead,THC Dominant,13–20% THC,< 1% CBD,,,,,,hammerhead
Papa's OG,THC Dominant,,,,-0.6656,"['Relaxed 67%', 'Happy 52%', 'Euphoric 44%', 'Sleepy 37%', 'Uplifted 33%']","['Pain 44%', 'Stress 42%', 'Insomnia 35%', 'Anxiety 32%', 'Depression 30%']","['Dry mouth 15%', 'Dry eyes 6%', 'Dizzy 5%', 'Headache 1%']",papa's og
Señor Jack,THC Dominant,18–19% THC,< 1% CBD,"['Terpinolene', 'Caryophyllene', 'Pinene']",,,,,señor jack
Big Skunk Korean,THC Dominant,,,,,,,,big skunk korean
Dinachem,THC Dominant,,,,,,,,dinachem
Tropicali,THC Dominant,,,,0.9339,"['Euphoric 59%', 'Happy 40%', 'Uplifted 40%', 'Energetic 37%', 'Giggly 29%']","['Stress 37%', 'Anxiety 33%', 'Pain 29%', 'Migraines 22%', 'Depression 14%']","['Dry mouth 33%', 'Dry eyes 14%', 'Paranoid 14%', 'Anxious 3%', 'Headache 3%']",tropicali
Big Bull,THC Dominant,,,,,,,,big bull
Dream Lotus,THC Dominant,,,,0.4987,"['Happy 54%', 'Focused 48%', 'Relaxed 48%', 'Uplifted 48%', 'Euphoric 35%']","['Depression 29%', 'Stress 29%', 'Anxiety 25%', 'Pain 16%', 'Headaches 12%']","['Dry mouth 16%', 'Anxious 12%', 'Dizzy 9%', 'Headache 9%', 'Paranoid 6%']",dream lotus
Pink Hawaiian,THC Dominant,,,,,,,,pink hawaiian
Bootylicious,THC Dominant,,,,,,,,bootylicious
Purple Kush,THC Dominant,13–18% THC,< 1% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",-0.8676,"['Relaxed 61%', 'Sleepy 56%', 'Happy 54%', 'Euphoric 48%', 'Hungry 39%']","['Stress 44%', 'Pain 37%', 'Insomnia 37%', 'Anxiety 36%', 'Depression 24%']","['Dry mouth 42%', 'Dry eyes 26%', 'Paranoid 10%', 'Dizzy 10%', 'Headache 4%']",purple kush
Purple Haze,THC Dominant,14–18% THC,< 1% CBD,,0.7293,"['Happy 59%', 'Euphoric 58%', 'Uplifted 51%', 'Creative 44%', 'Energetic 41%']","['Stress 35%', 'Anxiety 27%', 'Depression 25%', 'Pain 24%', 'Fatigue 12%']","['Dry mouth 37%', 'Dry eyes 21%', 'Dizzy 12%', 'Paranoid 10%', 'Headache 6%']",purple haze
Gorilla Breath,THC Dominant,19–21% THC,< 1% CBD,,,,,,gorilla breath
Blue Fire,THC Dominant,15–18% THC,< 1% CBD,,,,,,blue fire
Berry Noir,THC Dominant,,,,,,,,berry noir
Pink Mango,THC Dominant,,,,-0.0763,,,,pink mango
Rare Dankness #1,,,,,-0.9519,"['Relaxed 77%', 'Happy 72%', 'Giggly 61%', 'Sleepy 55%', 'Euphoric 38%']","['Pain 61%', 'Anxiety 44%', 'Arthritis 44%', 'Muscle spasms 38%', 'Depression 33%']","['Dry mouth 44%', 'Dizzy 11%', 'Dry eyes 11%', 'Paranoid 11%', 'Anxious 5%']",rare dankness #1
Hempstar,THC Dominant,,,,0.9522,"['Uplifted 60%', 'Happy 54%', 'Energetic 53%', 'Euphoric 48%', 'Focused 45%']","['Stress 41%', 'Depression 34%', 'Anxiety 27%', 'Nausea 23%', 'Pain 18%']","['Dry mouth 28%', 'Dry eyes 16%', 'Paranoid 7%', 'Anxious 5%', 'Dizzy 3%']",hempstar
Chiesel,THC Dominant,19–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",0.6616,"['Happy 61%', 'Euphoric 54%', 'Uplifted 54%', 'Relaxed 46%', 'Creative 43%']","['Stress 42%', 'Depression 29%', 'Pain 29%', 'Anxiety 25%', 'Headaches 13%']","['Dry mouth 32%', 'Dry eyes 20%', 'Paranoid 5%', 'Dizzy 2%', 'Headache 2%']",chiesel
Cuvee,THC Dominant,14–19% THC,< 1% CBD,,-0.275,"['Relaxed 58%', 'Happy 41%', 'Euphoric 36%', 'Uplifted 32%', 'Giggly 28%']","['Stress 23%', 'Anxiety 21%', 'PTSD 19%', 'Depression 17%', 'Pain 17%']","['Anxious 13%', 'Dry mouth 10%', 'Dry eyes 2%', 'Paranoid 2%']",cuvee
Bertberry Cheesecake,THC Dominant,,,,0.9491,,,,bertberry cheesecake
Death By Cake OG,THC Dominant,,,,,,,,death by cake og
Confidential Wreck,THC Dominant,,,,,,,,confidential wreck
King's Bread,THC Dominant,,,,0.9445,"['Euphoric 72%', 'Uplifted 68%', 'Creative 63%', 'Happy 54%', 'Focused 50%']","['Stress 59%', 'Depression 45%', 'Anxiety 45%', 'Fatigue 22%', 'Pain 22%']","['Headache 18%', 'Dry mouth 13%', 'Dizzy 4%', 'Dry eyes 4%']",king's bread
Loud Dream,,,,,0.7092,"['Creative 58%', 'Focused 55%', 'Happy 55%', 'Uplifted 44%', 'Relaxed 37%']","['Pain 34%', 'Stress 31%', 'Anxiety 27%', 'Depression 24%', 'Inflammation 17%']","['Dry mouth 20%', 'Paranoid 10%', 'Dry eyes 6%', 'Anxious 3%', 'Dizzy 3%']",loud dream
Alpha Express,THC Dominant,,,,,,,,alpha express
Khola,THC Dominant,,,,,,,,khola
Sunburn,THC Dominant,,,,0.92,"['Happy 56%', 'Uplifted 51%', 'Creative 43%', 'Energetic 43%', 'Focused 41%']","['Pain 38%', 'Stress 33%', 'Fatigue 28%', 'Inflammation 28%', 'Depression 25%']","['Dry mouth 12%', 'Dry eyes 10%', 'Headache 5%', 'Dizzy 2%']",sunburn
Blue Frost,THC Dominant,14–20% THC,< 1% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",-0.003,"['Relaxed 70%', 'Happy 60%', 'Euphoric 57%', 'Uplifted 54%', 'Tingly 28%']","['Depression 37%', 'Stress 36%', 'Pain 34%', 'Anxiety 25%', 'Fatigue 20%']","['Dry mouth 33%', 'Dry eyes 11%', 'Paranoid 4%', 'Anxious 2%', 'Headache 2%']",blue frost
Humdinger OG,THC Dominant,,,,,,,,humdinger og
Cherry Thunder Fuck,THC Dominant,,,,0.7336,,,,cherry thunder fuck
Cookies and Cream,THC Dominant,18–23% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.159,"['Relaxed 66%', 'Happy 62%', 'Euphoric 51%', 'Uplifted 48%', 'Creative 27%']","['Stress 32%', 'Depression 27%', 'Anxiety 25%', 'Pain 21%', 'Insomnia 18%']","['Dry mouth 22%', 'Dry eyes 13%', 'Dizzy 5%', 'Anxious 3%', 'Paranoid 1%']",cookies and cream
Crown OG,THC Dominant,20–22% THC,< 1% CBD,,-0.6788,"['Relaxed 75%', 'Happy 65%', 'Euphoric 58%', 'Uplifted 55%', 'Sleepy 51%']","['Insomnia 37%', 'Depression 34%', 'Stress 34%', 'Pain 27%', 'Anxiety 27%']","['Dry mouth 27%', 'Dry eyes 10%', 'Headache 6%', 'Dizzy 3%']",crown og
Cataract Kush,THC Dominant,15–21% THC,< 1% CBD,,-0.6936,"['Happy 56%', 'Relaxed 56%', 'Euphoric 52%', 'Sleepy 41%', 'Uplifted 33%']","['Stress 50%', 'Pain 46%', 'Insomnia 38%', 'Anxiety 36%', 'Depression 25%']","['Dry mouth 31%', 'Dry eyes 23%', 'Dizzy 5%', 'Paranoid 3%', 'Anxious 2%']",cataract kush
White Fire OG,THC Dominant,17–23% THC,< 1% CBD,"['Limonene', 'Myrcene', 'Caryophyllene']",0.611,"['Happy 58%', 'Euphoric 50%', 'Uplifted 50%', 'Relaxed 50%', 'Energetic 37%']","['Stress 31%', 'Depression 28%', 'Anxiety 27%', 'Pain 25%', 'Fatigue 13%']","['Dry mouth 24%', 'Dry eyes 12%', 'Anxious 5%', 'Dizzy 3%', 'Paranoid 3%']",white fire og
Killing Fields,THC Dominant,,,,0.9876,"['Energetic 76%', 'Happy 61%', 'Euphoric 57%', 'Uplifted 53%', 'Creative 46%']","['Depression 42%', 'Pain 30%', 'Stress 30%', 'Anxiety 30%', 'Fatigue 23%']","['Dry eyes 15%', 'Dry mouth 15%', 'Headache 7%', 'Paranoid 7%', 'Dizzy 3%']",killing fields
Jawa Pie,THC Dominant,,,,-0.9199,"['Relaxed 105%', 'Happy 68%', 'Euphoric 57%', 'Sleepy 57%', 'Hungry 42%']","['Anxiety 36%', 'ADD/ADHD 21%', 'Arthritis 15%', 'Fibromyalgia 15%', 'Anorexia 10%']","['Dry mouth 26%', 'Dry eyes 15%', 'Paranoid 5%']",jawa pie
Bedford Glue,THC Dominant,,,,,,,,bedford glue
OG Sour Diesel,THC Dominant,15–19% THC,< 1% CBD,,,,,,og sour diesel
Royal Chemdawg,THC Dominant,,,,,,,,royal chemdawg
DJ's Gold,THC Dominant,13–18% THC,< 1% CBD,,,,,,dj's gold
White Lightning,THC Dominant,16–19% THC,< 1% CBD,,-0.0127,"['Relaxed 76%', 'Happy 75%', 'Euphoric 56%', 'Uplifted 56%', 'Creative 37%']","['Stress 48%', 'Depression 35%', 'Pain 32%', 'Anxiety 32%', 'Insomnia 25%']","['Dry mouth 34%', 'Dry eyes 23%', 'Dizzy 10%', 'Paranoid 6%', 'Anxious 3%']",white lightning
Blackberry Cream,THC Dominant,15–21% THC,< 1% CBD,"['Myrcene', 'Limonene', 'Caryophyllene']",-0.6393,"['Relaxed 61%', 'Happy 55%', 'Uplifted 38%', 'Euphoric 33%', 'Hungry 25%']","['Anxiety 36%', 'Stress 33%', 'Pain 25%', 'Depression 19%', 'Insomnia 19%']","['Dry eyes 13%', 'Dry mouth 13%', 'Dizzy 2%', 'Paranoid 2%']",blackberry cream
Purple Killer,,,,,-0.5782,,,,purple killer
Denver Maple,THC Dominant,,,,,,,,denver maple
Red Velvet Pie,THC Dominant,,,,,,,,red velvet pie
Headband,THC Dominant,16–21% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Myrcene']",0.4643,"['Happy 55%', 'Euphoric 54%', 'Uplifted 47%', 'Relaxed 46%', 'Creative 36%']","['Stress 39%', 'Anxiety 31%', 'Depression 26%', 'Pain 26%', 'Insomnia 15%']","['Dry mouth 33%', 'Dry eyes 20%', 'Dizzy 9%', 'Headache 9%', 'Paranoid 6%']",headband
Area 51,,,,,0.3892,"['Happy 67%', 'Relaxed 67%', 'Euphoric 57%', 'Uplifted 57%', 'Focused 39%']","['Stress 35%', 'Depression 28%', 'Anxiety 17%', 'Pain 14%', 'Bipolar disorder 14%']","['Dry mouth 32%', 'Dizzy 14%', 'Dry eyes 3%', 'Headache 3%']",area 51
Amnesia Ganja Haze,THC Dominant,,,,,,,,amnesia ganja haze
Maui Bubble Gift,,,,,-0.08800000000000001,"['Relaxed 72%', 'Euphoric 42%', 'Uplifted 42%', 'Happy 39%', 'Hungry 30%']","['Pain 54%', 'Stress 51%', 'Anxiety 39%', 'Headaches 30%', 'Lack of appetite 30%']","['Dry eyes 15%', 'Anxious 9%', 'Dry mouth 6%', 'Dizzy 3%', 'Headache 3%']",maui bubble gift
Colorado Chem,THC Dominant,,,,0.7738,"['Euphoric 58%', 'Happy 58%', 'Relaxed 41%', 'Uplifted 41%', 'Energetic 37%']","['Anxiety 20%', 'Arthritis 12%', 'Bipolar disorder 12%', 'Fibromyalgia 12%', 'ADD/ADHD 8%']","['Dry mouth 33%', 'Dry eyes 20%', 'Anxious 16%', 'Dizzy 16%', 'Paranoid 4%']",colorado chem
Black Magic Kush,THC Dominant,,,,-0.9876,,,,black magic kush
Bubba Hash,THC Dominant,,,,,,,,bubba hash
Kraken,THC Dominant,,,,-0.9772,"['Relaxed 72%', 'Sleepy 50%', 'Happy 45%', 'Euphoric 40%', 'Hungry 27%']","['Insomnia 40%', 'Stress 40%', 'Pain 36%', 'Muscle spasms 27%', 'Anxiety 27%']","['Dry eyes 27%', 'Dry mouth 18%', 'Paranoid 9%', 'Anxious 4%', 'Dizzy 4%']",kraken
Schrom,THC Dominant,,,,0.7092,,,,schrom
Afternoon Delight,THC Dominant,,,,-0.6609999999999999,"['Relaxed 66%', 'Euphoric 57%', 'Happy 38%', 'Hungry 38%', 'Tingly 38%']","['Depression 38%', 'Insomnia 23%', 'Pain 23%', 'Cramps 19%', 'Lack of appetite 19%']","['Dizzy 19%', 'Dry mouth 19%', 'Paranoid 19%', 'Dry eyes 14%', 'Anxious 9%']",afternoon delight
Grandma Anderson’s Cookies,THC Dominant,,,,,,,,grandma anderson’s cookies
Old Lyme Connecticut OG,THC Dominant,,,,,,,,old lyme connecticut og
Tangerine Trainwreck Haze,THC Dominant,,,,,,,,tangerine trainwreck haze
Blue God,THC Dominant,,,,-0.9676,"['Relaxed 87%', 'Sleepy 69%', 'Euphoric 46%', 'Happy 45%', 'Hungry 30%']","['Insomnia 47%', 'Pain 43%', 'Stress 43%', 'Depression 20%', 'Anxiety 18%']","['Dry mouth 27%', 'Dry eyes 16%', 'Dizzy 7%', 'Paranoid 3%', 'Headache 2%']",blue god
Dynamite,THC Dominant,,,,-0.6001,"['Happy 58%', 'Relaxed 57%', 'Euphoric 50%', 'Sleepy 34%', 'Uplifted 33%']","['Stress 42%', 'Anxiety 36%', 'Pain 32%', 'Depression 28%', 'Insomnia 18%']","['Dry mouth 41%', 'Dry eyes 24%', 'Headache 12%', 'Paranoid 4%', 'Anxious 2%']",dynamite
Bubble Gum,THC Dominant,14–18% THC,< 1% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",0.2424,"['Happy 59%', 'Euphoric 52%', 'Relaxed 47%', 'Uplifted 42%', 'Creative 32%']","['Stress 37%', 'Depression 27%', 'Pain 26%', 'Anxiety 26%', 'Insomnia 14%']","['Dry mouth 31%', 'Dry eyes 20%', 'Dizzy 9%', 'Paranoid 7%', 'Headache 5%']",bubble gum
Bangi Haze,THC Dominant,,,,,,,,bangi haze
Afgooey,THC Dominant,14–18% THC,< 1% CBD,,-0.7387,"['Euphoric 50%', 'Relaxed 47%', 'Happy 46%', 'Sleepy 34%', 'Uplifted 26%']","['Stress 41%', 'Pain 41%', 'Insomnia 32%', 'Anxiety 32%', 'Depression 20%']","['Dry mouth 32%', 'Dry eyes 17%', 'Paranoid 11%', 'Dizzy 6%', 'Headache 3%']",afgooey
303 OG,,,,,-0.6004,"['Relaxed 90%', 'Happy 73%', 'Euphoric 50%', 'Sleepy 46%', 'Uplifted 46%']","['Stress 42%', 'Depression 32%', 'Pain 32%', 'Insomnia 28%', 'Anxiety 28%']","['Dry mouth 21%', 'Dry eyes 9%', 'Dizzy 5%', 'Anxious 3%']",303 og
WTF,THC Dominant,15–21% THC,< 1% CBD,,,,,,wtf
Lambo OG,THC Dominant,,,,-0.8227,"['Euphoric 80%', 'Happy 46%', 'Relaxed 46%', 'Sleepy 46%', 'Hungry 33%']","['Pain 60%', 'Nausea 40%', 'Insomnia 33%', 'Muscle spasms 33%', 'Stress 33%']","['Dry mouth 40%', 'Dizzy 20%', 'Dry eyes 20%', 'Headache 13%']",lambo og
Afghanica,THC Dominant,,,,-0.7373,"['Relaxed 92%', 'Happy 84%', 'Euphoric 76%', 'Hungry 53%', 'Sleepy 53%']","['Pain 53%', 'Stress 53%', 'Insomnia 46%', 'Depression 38%', 'Lack of appetite 30%']","['Dry mouth 53%', 'Dizzy 30%', 'Dry eyes 23%', 'Anxious 15%', 'Paranoid 7%']",afghanica
Duct Tape,THC Dominant,18–21% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Myrcene']",-0.8735,"['Relaxed 64%', 'Happy 50%', 'Euphoric 47%', 'Hungry 22%', 'Sleepy 20%']","['Pain 41%', 'Stress 33%', 'Anxiety 26%', 'Depression 20%', 'Lack of appetite 20%']","['Dry eyes 9%', 'Dry mouth 7%', 'Anxious 1%', 'Headache 1%', 'Paranoid 1%']",duct tape
Super Sweet,,,,,0.9635,,,,super sweet
Purple Swish,THC Dominant,,,,,,,,purple swish
Aliens On Moonshine,Balanced THC/CBD,4–4% THC,8–11% CBD,,,,,,aliens on moonshine
White Cheese,THC Dominant,,,,-0.4222,"['Relaxed 74%', 'Happy 62%', 'Euphoric 59%', 'Uplifted 37%', 'Focused 33%']","['Anxiety 37%', 'Stress 29%', 'Depression 25%', 'Inflammation 14%', 'Fatigue 11%']","['Dry mouth 33%', 'Dry eyes 7%']",white cheese
Jock Horror,THC Dominant,,,,0.8503,"['Euphoric 66%', 'Happy 66%', 'Energetic 44%', 'Hungry 38%', 'Uplifted 33%']","['Depression 44%', 'Stress 33%', 'Lack of appetite 22%', 'Fatigue 16%', 'Nausea 16%']","['Dry eyes 22%', 'Dry mouth 22%', 'Anxious 11%', 'Dizzy 11%', 'Paranoid 5%']",jock horror
Grand Hindu,THC Dominant,,,,-0.8687,"['Relaxed 66%', 'Happy 50%', 'Euphoric 38%', 'Hungry 38%', 'Sleepy 38%']","['Pain 38%', 'Headaches 27%', 'Stress 27%', 'Depression 22%', 'Eye pressure 16%']","['Dry mouth 44%', 'Dizzy 11%', 'Dry eyes 5%', 'Paranoid 5%']",grand hindu
Double OG,THC Dominant,15–15% THC,< 1% CBD,,-0.9341,"['Relaxed 72%', 'Euphoric 50%', 'Happy 44%', 'Sleepy 44%', 'Giggly 22%']","['Insomnia 22%', 'Pain 22%', 'Fatigue 16%', 'Headaches 16%', 'Depression 11%']","['Dry mouth 44%', 'Dizzy 16%', 'Dry eyes 16%', 'Anxious 11%', 'Headache 5%']",double og
Mexican,THC Dominant,,,,-0.2265,"['Euphoric 53%', 'Happy 51%', 'Hungry 48%', 'Relaxed 42%', 'Sleepy 42%']","['Depression 40%', 'Stress 36%', 'Lack of appetite 26%', 'Insomnia 22%', 'Pain 22%']","['Dry mouth 63%', 'Dry eyes 40%', 'Paranoid 30%', 'Headache 24%', 'Anxious 14%']",mexican
Blue Venom,,,,,-0.4167,"['Relaxed 79%', 'Euphoric 57%', 'Happy 52%', 'Creative 37%', 'Uplifted 37%']","['Stress 38%', 'Pain 30%', 'Depression 27%', 'Anxiety 27%', 'Insomnia 18%']","['Dry mouth 15%', 'Dizzy 10%', 'Dry eyes 5%', 'Anxious 3%', 'Paranoid 1%']",blue venom
Romulan Haze,THC Dominant,,,,,,,,romulan haze
Cinderella 99,THC Dominant,13–17% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",0.8919,"['Happy 60%', 'Euphoric 54%', 'Uplifted 53%', 'Energetic 50%', 'Creative 38%']","['Stress 34%', 'Depression 31%', 'Anxiety 28%', 'Pain 20%', 'Fatigue 15%']","['Dry mouth 25%', 'Dry eyes 13%', 'Paranoid 8%', 'Anxious 5%', 'Dizzy 5%']",cinderella 99
Old Lyme Connecticut OG,THC Dominant,,,,,,,,old lyme connecticut og
Funfetti,,,,,0.0461,,,,funfetti
Thai-Tanic,THC Dominant,,,,0.9428,,,,thai-tanic
Popcorn Kush,THC Dominant,,,,-0.9058,"['Hungry 62%', 'Sleepy 56%', 'Relaxed 52%', 'Happy 45%', 'Giggly 26%']","['Insomnia 35%', 'Anxiety 32%', 'Pain 22%', 'Stress 22%', 'Nausea 18%']","['Dry eyes 39%', 'Dry mouth 37%', 'Headache 7%', 'Paranoid 7%', 'Dizzy 5%']",popcorn kush
